scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,market_sentiment,crypto_influence,stock_downfall_rate,stock_increase_rate,factors_affecting,investor_count,expected_profit
ICICI Pru Credit Risk Fund,100,100,0.86,7584,10,Manish Banthia,3.18,3.97,1.59,0.42,2.15,4,ICICI Prudential Mutual Fund,4,Debt,Credit Risk Funds,5.8,8,8.1,Positive,Medium,3.12,5.69,Interest Rates,45825,15.09
ICICI Pru Debt Management Fund,100,100,0.41,141,10,Manish Banthia,3.01,2.07,1.61,0.53,1.38,3,ICICI Prudential Mutual Fund,4,Other,FoFs Domestic,5.8,6.7,7,Negative,Medium,3.99,3.4,Interest Rates,12349,15.23
ICICI Pru Dividend Yield Equity Fund,100,5000,0.66,1258,9,Mittul Kalawadia,5.06,10.39,15.42,0.83,1.94,6,ICICI Prudential Mutual Fund,0,Equity,Dividend Yield Funds,8.5,37.6,12.1,Negative,Low,8.58,5.72,Government Policies,61931,9.73
ICICI Pru Equity & Debt Fund,100,5000,1.2,21232,10,Sankaran Naren,4.15,9.56,14.26,0.84,1.75,6,ICICI Prudential Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,6.8,30.6,14.3,Positive,Low,0.09,1.93,Government Policies,45254,7
ICICI Pru Equity – Arbitrage Fund,1000,5000,0.39,11272,10,Kayzad Eghlim,1.27,1.59,0.75,0.63,0.99,1,ICICI Prudential Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.8,5.5,Positive,Low,5.88,6.19,Interest Rates,39225,14.49
ICICI Pru Equity Savings Fund,100,5000,0.54,4936,8,Kayzad Eghlim,5.26,4.82,4.82,0.57,1.84,2,ICICI Prudential Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,6.2,12.7,7.9,Negative,Medium,5.99,12.04,Inflation,13453,6.92
ICICI Pru Exports and Services Fund,1000,5000,1.76,1040,10,Sankaran Naren,4.35,6.7,14.06,0.78,1.78,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,30.7,11.4,Negative,Low,3.97,7.19,Global Events,19814,13.68
ICICI Pru Floating Interest Fund,100,500,0.62,11650,10,Rahul Goswami,2.75,3.22,1.77,0.47,1.46,2,ICICI Prudential Mutual Fund,2,Debt,Floater Mutual Funds,6.3,7,7.2,Neutral,Low,2.37,0.27,Global Events,19263,15.4
ICICI Pru FMCG Fund,100,5000,1.44,1156,10,Priyanka Khandelwal,3.73,7.44,11.56,0.47,1.61,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,21.1,24.5,13.5,Negative,High,2.35,6.32,Interest Rates,78694,15.51
ICICI Pru Focused Equity Fund,100,5000,0.59,3920,10,Sankaran Naren,3.27,4.86,15.84,0.89,1.62,6,ICICI Prudential Mutual Fund,4,Equity,Focused Funds,6.1,31.2,13.4,Neutral,High,8.84,0.41,Interest Rates,16735,16.3
ICICI Pru Gilt Fund,1000,5000,0.56,2692,10,Rahul Goswami,1.22,1.87,3.2,0.69,0.82,3,ICICI Prudential Mutual Fund,5,Debt,Gilt Mutual Funds,6.3,6.7,8.4,Neutral,Medium,4.42,14.49,Interest Rates,16830,18.09
ICICI Pru Global Stable Equity Fund,1000,5000,1.26,111,10,Rohan Maru,1.69,-,13.7,-,0.9,6,ICICI Prudential Mutual Fund,0,Other,FoFs Overseas,3.4,18,10.3,Neutral,Low,3.31,1.91,Inflation,48893,12.5
ICICI Pru Income Optimizer Fund,1000,5000,0.26,272,10,Dharmesh Kakkad,5.43,5.75,3.85,0.47,2.37,3,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,7.8,13.3,8.8,Neutral,Low,4.49,10.62,Government Policies,45673,15.95
ICICI Pru India Equity FOF – Direct Growth,100,500,0.88,62,3,Dharmesh Kakkad,3.95,6.83,15.57,0.84,1.71,6,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,4.9,32.2,,Neutral,High,6.69,14.59,Interest Rates,90462,14.29
ICICI Pru India Opportunities Fund,100,5000,0.73,7644,4,Sankaran Naren,3.51,9.93,19.93,0.99,1.67,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,11.7,44.7,,Positive,Medium,1.46,12.39,Interest Rates,46066,7.8
ICICI Pru Infrastructure Fund,100,5000,1.64,2269,10,Ihab Dalwai,4.04,11.76,20.09,0.78,1.83,6,ICICI Prudential Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,24.3,44,15.1,Negative,High,4.49,10.49,Market Trends,4373,5.39
ICICI Pru Large & Mid Cap Fund,100,5000,1.09,7044,10,Ihab Dalwai,3.99,7.49,17.05,0.92,1.68,6,ICICI Prudential Mutual Fund,4,Equity,Large & Mid Cap Funds,9.5,33.2,13.7,Neutral,High,5.88,12.59,Inflation,11335,9.27
ICICI Pru Liquid Fund,99,99,0.2,47245,10,Rahul Goswami,4.39,1.39,0.38,0.78,0.94,3,ICICI Prudential Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,Negative,High,9.49,14.73,Interest Rates,24741,11.65
ICICI Pru Long Term Equity Fund,500,500,1.23,9819,10,Harish Bihani,0.06,6.9,4.06,5.04,0.04,6,ICICI Prudential Mutual Fund,3,Equity,ELSS Mutual Funds,-0.2,27.1,11.5,Negative,High,2.53,9.32,Market Trends,11692,14.26
ICICI Pru Long Term Wealth Enhancement Fund,0,500,0.97,32,5,Rajat Chandak,3.33,0.78,16.64,0.95,1.39,6,ICICI Prudential Mutual Fund,0,Equity,ELSS Mutual Funds,-0.7,33.7,11.3,Neutral,Low,3.59,8.39,Global Events,48295,17.75
ICICI Pru Manufacturing Fund,100,5000,1.7,645,4,Anish Tawakley,3.44,7.67,17.45,0.94,1.71,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,8.6,35.6,,Positive,Low,3.79,9.42,Interest Rates,46541,7.94
ICICI Pru Medium Term Bond Fund,1000,5000,0.77,6305,10,Manish Banthia,1.69,2.74,2.28,0.69,1.29,4,ICICI Prudential Mutual Fund,4,Debt,Medium Duration Funds,5.6,7.7,7.6,Neutral,High,6.06,7.99,Interest Rates,35057,6.88
ICICI Pru MidCap Fund,100,5000,1.16,3492,10,Lalit Kumar,3.32,0.33,17.76,0.96,1.62,6,ICICI Prudential Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.9,32.9,11.1,Positive,Medium,3.57,9.53,Market Trends,67983,19.45
ICICI Pru Money Market Fund,100,500,0.21,11475,10,Rahul Goswami,4.38,2.82,0.67,1.25,1.72,3,ICICI Prudential Mutual Fund,3,Debt,Money Market Funds,5.5,5.4,6.1,Negative,Medium,5.34,6.75,Inflation,20583,6.62
ICICI Pru Multi-Asset Fund,100,5000,1.15,16449,10,Sankaran Naren,3.99,10.44,13.67,0.81,1.85,6,ICICI Prudential Mutual Fund,4,Hybrid,Multi Asset Allocation Mutual Funds,11.3,31.3,14.2,Positive,Medium,7.82,3.28,Interest Rates,23765,12.18
ICICI Pru Multicap Fund,100,5000,1.02,6929,10,Sankaran Naren,3.31,3.09,16.79,0.94,1.49,6,ICICI Prudential Mutual Fund,0,Equity,Multi Cap Funds,5.7,29.1,11.8,Positive,Medium,7.05,1.8,Global Events,60287,13.78
ICICI Pru Nifty 50 Index Fund,100,100,0.17,3977,10,Kayzad Eghlim,3.46,-0.72,16.8,1,1.3,6,ICICI Prudential Mutual Fund,3,Other,Index Funds,0.9,26.1,11.9,Positive,High,4.46,1.03,Interest Rates,24906,13.12
ICICI Pru Nifty Next 50 Index Fund,100,100,0.3,2415,10,Kayzad Eghlim,1.7,-4.7,18.11,0.98,0.97,6,ICICI Prudential Mutual Fund,1,Other,Index Funds,-6.4,22,6.1,Negative,Low,8.64,3.95,Global Events,86103,6.29
ICICI Pru Overnight Fund,500,100,0.1,12837,4,Rahul Goswami,-0.25,0.54,0.35,0.42,-0.05,1,ICICI Prudential Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,,Negative,Medium,5.58,0.69,Government Policies,80675,5.86
ICICI Pru P.H.D Fund,100,5000,1.22,2538,5,Dharmesh Kakkad,2.68,3.7,21.09,0.96,1.03,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-6,25,,Positive,High,5.4,8.51,Government Policies,47525,6.58
ICICI Pru Passive Strategy Fund,1000,5000,0.06,93,10,Dharmesh Kakkad,3.11,1.99,14.83,0.84,1.46,6,ICICI Prudential Mutual Fund,3,Other,FoFs Domestic,4.9,26.3,10.9,Positive,Medium,0.34,4.26,Global Events,39230,13.78
ICICI Pru Regular Gold Savings Fund,100,100,0.09,671,10,Manish Banthia,1.1,-0.21,14,0.99,0.49,5,ICICI Prudential Mutual Fund,3,Other,FoFs Domestic,14.3,11.7,13.1,Neutral,Medium,9.87,12.37,Inflation,20520,13.17
ICICI Pru Regular Savings Fund,100,5000,0.99,3212,10,Manish Banthia,3.57,3.21,3.41,0.5,2,4,ICICI Prudential Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,5.5,11.3,9,Positive,High,1.23,1.11,Interest Rates,86238,8.51
ICICI Pru Retirement Fund,100,5000,1.22,209,4,Lalit Kumar,2.78,2.63,11.88,0.78,1.44,6,ICICI Prudential Mutual Fund,5,Solution Oriented,Retirement Funds,0.1,31.3,,Neutral,Low,2.31,3.4,Interest Rates,52934,14.57
ICICI Pru Retirement Fund,100,5000,1.12,152,4,Lalit Kumar,2.43,1.02,4.45,0.64,1.26,6,ICICI Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,1.7,32.4,13.3,Positive,Low,0.52,10.95,Government Policies,26566,17.3
ICICI Pru Retirement Fund,100,5000,1,59,4,Lalit Kumar,2.16,2.1,2.28,0.93,1.04,4,ICICI Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,2,9.9,,Neutral,High,6.4,8.98,Global Events,74193,5.62
ICICI Pru Retirement Fund,100,5000,1.29,175,4,Manish Banthia,3.51,8.42,15.15,0.75,1.71,3,ICICI Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,4.6,6.8,,Negative,Low,2.25,0.97,Interest Rates,31134,12.47
ICICI Pru S&P BSE Sensex Index Fund,100,100,0.16,694,6,Kayzad Eghlim,3.24,-1.12,16.97,1,1.27,6,ICICI Prudential Mutual Fund,4,Other,Index Funds,1.4,25.8,12.9,Positive,High,1.8,13.16,Interest Rates,11345,15.34
ICICI Pru Savings Fund,100,100,0.4,21144,10,Rahul Goswami,2.65,3,1.3,0.87,1.41,2,ICICI Prudential Mutual Fund,2,Debt,Low Duration Funds,5.7,6.2,6.7,Positive,High,0.89,13.16,Inflation,42185,8.78
ICICI Pru Short Term Fund,1000,5000,0.39,14561,10,Manish Banthia,3.78,4.86,1.7,1.42,1.75,3,ICICI Prudential Mutual Fund,4,Debt,Short Duration Funds,6.4,7.5,7.7,Positive,High,1.03,4.96,Market Trends,93949,9.62
ICICI Pru Smallcap Fund,100,5000,0.81,4618,10,Harish Bihani,4.72,8.49,18.41,0.82,1.94,6,ICICI Prudential Mutual Fund,3,Equity,Small Cap Mutual Funds,7.7,41.8,14.9,Positive,Low,5.85,5.11,Government Policies,71744,14.2
ICICI Pru Technology Fund,100,5000,0.99,8993,10,Vaibhav Dusad,2.41,9.3,23.4,0.92,1.48,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-19.7,45.3,21.6,Neutral,High,6.88,14.84,Government Policies,34455,18.47
ICICI Pru Thematic Advantage Fund,1000,5000,0.25,958,10,Dharmesh Kakkad,4.13,6.63,18.22,0.98,1.63,6,ICICI Prudential Mutual Fund,0,Other,FoFs Domestic,5.4,35.4,14.6,Positive,Medium,3.97,9.39,Market Trends,29018,17.15
ICICI Pru Ultra Short Term Fund,1000,5000,0.39,12447,10,Manish Banthia,4.76,2.36,0.68,0.54,2.4,3,ICICI Prudential Mutual Fund,4,Debt,Ultra Short Duration Funds,5.7,5.9,6.7,Negative,Low,4.8,7.97,Interest Rates,55219,13.75
ICICI Pru US Bluechip Equity Fund,100,5000,1.22,2365,10,Rohan Maru,1.69,-,19.18,-,0.88,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.8,23.4,15.9,Negative,Low,6.86,12.57,Inflation,46991,15.95
ICICI Pru Value Discovery Fund,100,1000,1.22,27449,10,Sankaran Naren,4.4,11.82,14.61,0.8,2.04,6,ICICI Prudential Mutual Fund,4,Equity,Value Funds,8.9,36.9,14.9,Positive,Low,0.17,4.28,Inflation,74616,10.47
IDBI Banking & Financial Services Fund,500,5000,1.5,81,5,Alok Ranjan,1.99,-1.2,22.62,0.86,0.88,6,IDBI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,4.8,20.3,,Negative,Low,3.23,6.44,Government Policies,88438,14.61
IDBI Credit Risk Fund,500,5000,0.61,22,9,Raju Sharma,3.09,3.08,6.23,-2.49,1.03,4,IDBI Mutual Fund,3,Debt,Credit Risk Funds,4.3,11.3,3.7,Positive,Medium,9.73,4.02,Inflation,10486,11.99
IDBI Dividend Yield Fund,500,5000,1.5,85,4,Alok Ranjan,2.79,1.29,14.28,0.81,1.43,6,IDBI Mutual Fund,0,Equity,Dividend Yield Funds,0.1,25.2,,Positive,Low,5.8,11.84,Market Trends,39862,7.85
IDBI Equity Advantage Fund,500,500,1.21,455,10,Alok Ranjan,2.4,-1.93,14.59,0.8,1.15,6,IDBI Mutual Fund,2,Equity,ELSS Mutual Funds,-0.7,33.7,11.3,Negative,Low,2.54,8.6,Interest Rates,59870,15.53
IDBI Equity Savings Fund,500,5000,1.15,9.77,10,Alok Ranjan,2.48,0.39,7.12,1.05,1.11,4,IDBI Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.5,11.8,7.2,Positive,High,5.22,9.88,Market Trends,87694,13.35
IDBI Focused 30 Equity Fund,500,5000,1.61,125,5,Alok Ranjan,3.11,-0.57,16.02,0.94,1.29,6,IDBI Mutual Fund,3,Equity,Focused Funds,0.1,25.2,10.2,Negative,Low,3.43,3.78,Global Events,44856,10.38
IDBI Gold Fund,500,5000,0.26,42,10,Nitin Dattaram Dalvi,0.82,-0.02,16.54,1,0.42,5,IDBI Mutual Fund,3,Other,FoFs Domestic,15,12.1,12.9,Neutral,Medium,5.32,3.3,Government Policies,87055,18.67
IDBI Healthcare Fund,500,5000,1.24,49,4,Alok Ranjan,1.57,-3.1,20.52,0.95,0.71,6,IDBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-13,17.1,,Positive,Medium,1.26,7.33,Inflation,32379,5.31
IDBI Hybrid Equity Fund,500,5000,1.67,171,6,Alok Ranjan,2.66,-0.86,11.4,0.78,1.18,6,IDBI Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-1.8,17.5,7,Neutral,Medium,1.33,11.06,Global Events,65729,9.74
IDBI India Top 100 Equity Fund,500,5000,1.26,599,10,Alok Ranjan,2.94,0.51,15.82,0.93,1.36,6,IDBI Mutual Fund,4,Equity,Large Cap Mutual Funds,0.5,26,12.4,Negative,Medium,1.44,7.88,Inflation,29378,5.85
IDBI Liquid Fund,500,5000,0.13,763,10,Raju Sharma,5.73,1.43,0.36,0.75,1.19,2,IDBI Mutual Fund,4,Debt,Liquid Mutual Funds,5.6,4.4,5.4,Neutral,Low,9.4,0.49,Interest Rates,55353,16.5
IDBI Long Term Value Fund,500,5000,1.67,92,5,Alok Ranjan,2.89,1.21,16.51,0.94,1.36,6,IDBI Mutual Fund,2,Equity,Value Funds,-0.1,25.4,,Neutral,Low,7.33,13.03,Interest Rates,50996,15.53
IDBI Midcap Fund,500,5000,1.62,176,6,Alok Ranjan,2.57,-5.96,17.76,0.97,1.27,6,IDBI Mutual Fund,1,Equity,Mid Cap Mutual Funds,-2.9,25.1,7.7,Negative,Medium,1.62,0.97,Interest Rates,15031,9.97
IDBI Nifty 50 Index Fund,500,5000,0.32,188,10,Nisha Sharma,3.47,-0.9,16.78,1,1.29,6,IDBI Mutual Fund,3,Other,Index Funds,0.8,25.8,11.8,Neutral,Medium,1.88,14.34,Inflation,81072,15.13
IDBI Nifty Next 50 Index Fund,500,5000,0.32,49,10,Nisha Sharma,1.71,-4.78,18.03,0.98,0.96,6,IDBI Mutual Fund,1,Other,Index Funds,-6.1,21.8,6.2,Neutral,Low,7.31,0.38,Global Events,66982,10.94
IDBI Short Term Bond Fund,500,5000,0.28,29,10,Raju Sharma,3.22,3.82,5,-0.57,0.92,2,IDBI Mutual Fund,4,Debt,Short Duration Funds,4.1,9.4,6.9,Negative,Medium,1.56,10.42,Interest Rates,37683,16.34
IDBI Small Cap Fund,500,5000,1.54,143,6,Alok Ranjan,4.09,8.16,16.34,0.71,1.95,6,IDBI Mutual Fund,3,Equity,Small Cap Mutual Funds,2.1,38.5,12.6,Neutral,High,2.35,1.23,Global Events,18618,11.81
IDBI Ultra Short Term Fund,500,5000,0.25,198,10,Raju Sharma,1.68,1.14,0.72,0.15,1.29,2,IDBI Mutual Fund,3,Debt,Ultra Short Duration Funds,5.4,5.1,5.9,Negative,Medium,9.63,13.66,Inflation,7587,11.18
IIFL Dynamic Bond Fund,1000,10000,0.27,494,10,Milan Mody,1.63,1.61,1.86,0.6,0.96,3,IIFL Mutual Fund,4,Debt,Dynamic Bond,3.3,6,6.5,Neutral,Medium,2.55,6.97,Global Events,63790,19.02
IIFL Focused Equity Fund,1000,1000,0.9,3416,8,Mayur Patel,3.39,3.78,16.2,0.91,1.56,6,IIFL Mutual Fund,5,Equity,Focused Funds,4.7,29.2,18.1,Negative,High,6.62,2.06,Inflation,32480,8.76
IIFL Liquid Fund,1000,5000,0.2,601,9,Milan Mody,0.19,0.87,0.39,0.64,0.04,3,IIFL Mutual Fund,2,Debt,Liquid Mutual Funds,5.5,3.9,4.8,Negative,High,9.79,5.11,Inflation,99530,6.81
Indiabulls Arbitrage Fund,1000,500,0.58,14,8,Sumit Bhatnagar,-1.04,0.18,0.67,0.54,-0.82,1,Indiabulls Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,4.3,3.3,4.5,Neutral,Low,3.74,2.47,Government Policies,21527,13.77
Indiabulls Bluechip Fund,500,500,1.27,91,10,Sumit Bhatnagar,2.23,-3.4,16.22,0.94,1.1,6,Indiabulls Mutual Fund,2,Equity,Large Cap Mutual Funds,2,21.3,9.5,Neutral,Low,0.18,2.56,Inflation,24569,19.54
Indiabulls Dynamic Bond Fund,500,500,0.36,25,4,Karan Singh,0.99,0.95,2.04,0.84,0.58,3,Indiabulls Mutual Fund,3,Debt,Dynamic Bond,4.2,5.2,,Neutral,High,2.44,14.22,Inflation,12151,10.67
Indiabulls Equity Hybrid Fund,500,500,1.55,32,4,Sumit Bhatnagar,2.77,0.47,12.71,0.87,1.29,5,Indiabulls Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,20.5,,Positive,High,8.31,6.68,Market Trends,72094,5.93
Indiabulls Liquid Fund,500,500,0.22,212,10,Karan Singh,1.28,0.95,0.36,0.63,0.28,2,Indiabulls Mutual Fund,1,Debt,Liquid Mutual Funds,5.4,4,5.2,Positive,Low,8.65,11.83,Interest Rates,60174,10.09
Indiabulls Overnight Fund,500,500,0.18,42,4,Karan Singh,-1.77,0.4,0.33,0.39,-0.36,1,Indiabulls Mutual Fund,1,Debt,Overnight Mutual Funds,5.2,3.8,,Positive,Medium,7.69,9.59,Government Policies,45739,12.59
Indiabulls Short Term Fund,500,500,0.38,25,10,Karan Singh,1.15,4.88,1.55,2.83,0.7,3,Indiabulls Mutual Fund,2,Debt,Short Duration Funds,4.4,5.1,5.9,Negative,High,1.13,10.15,Government Policies,33954,7.43
Indiabulls Tax Savings Fund,500,500,0.5,36,5,Sumit Bhatnagar,2.52,-2.36,15.09,0.88,1.21,6,Indiabulls Mutual Fund,2,Equity,ELSS Mutual Funds,1,22.3,7.8,Neutral,Low,7.96,1.98,Government Policies,36303,14.87
Indiabulls Value Fund,500,500,0.5,9.71,8,Sumit Bhatnagar,2.9,-0.23,16.23,0.92,1.27,6,Indiabulls Mutual Fund,2,Equity,Value Funds,-0.2,25.6,6.3,Negative,Medium,9.19,3.51,Market Trends,35700,19.97
Invesco India – Invesco GEI Fund,500,1000,0.73,12,9,Amit Nigam,1.58,-,17.74,-,1.01,6,Invesco Mutual Fund,0,Other,FoFs Overseas,9.5,24.4,9.5,Positive,High,6.01,11.8,Inflation,94036,11.78
Invesco India Arbitrage Fund,500,1000,0.38,3184,10,Deepak Gupta,2.16,1.77,0.71,0.53,1.5,1,Invesco Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,6.4,5,5.6,Neutral,Medium,9.41,14.56,Interest Rates,68568,10.32
Invesco India Banking & PSU Debt Fund,1000,1000,0.28,131,10,Vikas Garg,0.33,4.59,3.47,2.79,0.25,3,Invesco Mutual Fund,1,Debt,Banking and PSU Mutual Funds,2.3,5.8,6.4,Negative,Low,8.27,3.94,Global Events,67788,11.01
Invesco India Contra Fund,500,1000,0.62,9347,10,Taher Badshah,3.5,2.27,16.24,0.94,1.45,6,Invesco Mutual Fund,4,Equity,Contra Funds,2.8,27.6,12.3,Neutral,High,6.67,4.07,Inflation,72045,6.73
Invesco India Corporate Bond Fund,100,1000,0.28,2065,10,Vikas Garg,1.56,1.51,1.86,0.67,0.91,2,Invesco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,6.4,6.9,Negative,Medium,5.77,7.09,Market Trends,38842,18.25
Invesco India Credit Risk Fund,1000,1000,0.28,129,9,Vikas Garg,2.95,9.17,2.89,4.76,0.97,2,Invesco Mutual Fund,2,Debt,Credit Risk Funds,4.4,6,3.5,Neutral,High,3.49,14.76,Inflation,14900,11.22
Invesco India Dynamic Equity Fund,500,1000,0.95,612,10,Amit Ganatra,2.84,0.76,9.2,0.59,1.27,6,Invesco Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,15.4,7.4,Positive,Medium,1.59,4.03,Inflation,81059,10.81
Invesco India Equity & Bond Fund,500,1000,0.76,378,5,Dhimant Kothari,2.71,1.1,10.94,0.71,1.29,6,Invesco Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,1.5,17.4,,Positive,Low,6.05,6.1,Market Trends,2881,14.9
Invesco India Equity Savings Fund,500,1000,0.73,132,4,Dhimant Kothari,1.9,0.17,5.58,0.82,1.08,4,Invesco Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,1.2,9.6,,Neutral,Low,3.18,13.37,Government Policies,34037,11.63
Invesco India Financial Services Fund,100,1000,1.08,472,10,Hiten Jain,2.16,1.74,21.36,0.8,1,6,Invesco Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,5.9,22.6,10.9,Negative,High,8.66,0.04,Government Policies,2630,14.72
Invesco India Gilt Fund,100,1000,0.48,22,10,Vikas Garg,0.08,-0.44,2.51,0.54,0.06,2,Invesco Mutual Fund,1,Debt,Gilt Mutual Funds,4.9,4.2,6.7,Positive,Medium,9.93,0.6,Interest Rates,21789,5.92
Invesco India Gold Fund,500,1000,0.16,59,10,Krishna Cheemalapati,1.22,0.29,14.79,1.03,0.51,5,Invesco Mutual Fund,4,Other,FoFs Domestic,13.2,11.5,13.2,Positive,High,7.52,9.06,Interest Rates,89059,17.21
Invesco India Growth Opportunities Fund,100,1000,0.66,3665,10,Amit Ganatra,2.85,0.23,15.03,0.84,1.3,6,Invesco Mutual Fund,3,Equity,Large & Mid Cap Funds,0.8,22.8,11,Positive,High,0.9,13.61,Government Policies,84494,19.11
Invesco India Infrastructure Fund,500,1000,1.08,445,10,Amit Nigam,3.6,8.67,17.74,0.61,1.59,6,Invesco Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,8.9,33.2,14.6,Neutral,Medium,2.89,3.58,Global Events,47151,14.73
Invesco India Largecap Fund,100,1000,0.81,724,10,Amit Nigam,2.62,-0.23,16.09,0.92,1.28,6,Invesco Mutual Fund,4,Equity,Large Cap Mutual Funds,-1.8,24,11.1,Neutral,Medium,1.09,7.04,Inflation,49920,19.32
Invesco India Liquid Fund,500,1000,0.15,6434,10,Krishna Cheemalapati,4.13,1.31,0.37,0.75,0.83,2,Invesco Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,Negative,Medium,6.51,6.76,Global Events,68231,7.27
Invesco India Medium Duration Fund,1000,1000,0.4,306,2,Vikas Garg,-,-,-,-,-,3,Invesco Mutual Fund,2,Debt,Medium Duration Funds,3.5,,,Negative,Low,7.65,7.09,Inflation,81357,12.16
Invesco India Midcap Fund,500,1000,0.72,2618,10,Pranav Gokhale,3.31,-0.38,15.97,0.86,1.56,6,Invesco Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.2,33.5,14.6,Negative,High,9.26,9.34,Government Policies,4262,14.03
Invesco India Money Market Fund,1000,1000,0.22,2294,10,Krishna Cheemalapati,1.82,3.07,0.8,1.61,1.14,2,Invesco Mutual Fund,2,Debt,Money Market Funds,5,5.1,5.8,Neutral,High,4.38,7.05,Interest Rates,67981,13.73
Invesco India Multicap Fund,500,1000,0.65,2347,10,Pranav Gokhale,2.86,2.38,16.67,0.91,1.43,6,Invesco Mutual Fund,0,Equity,Multi Cap Funds,1.4,27,11,Neutral,Low,9.01,6.71,Interest Rates,82972,11.02
Invesco India Overnight Fund,100,1000,0.09,337,3,Krishna Cheemalapati,-0.3,0.55,0.35,0.42,-0.06,1,Invesco Mutual Fund,3,Debt,Overnight Mutual Funds,5.3,3.8,,Negative,Medium,8.78,7.11,Global Events,76485,10.07
Invesco India PSU Equity Fund,500,1000,0.96,394,10,Dhimant Kothari,2.73,3.08,18.45,0.66,1.19,6,Invesco Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.2,26.5,12.6,Negative,Low,3.17,8.86,Interest Rates,55722,6.9
Invesco India Short Term Fund,1000,1000,0.35,350,10,Vikas Garg,1.31,4.41,1.93,2.19,0.76,2,Invesco Mutual Fund,2,Debt,Short Duration Funds,3.9,6.2,6.8,Neutral,Low,8.69,8.06,Government Policies,90499,10.88
Invesco India Smallcap Fund,500,1000,0.78,1400,4,Taher Badshah,3.38,3.51,18.25,0.82,1.7,6,Invesco Mutual Fund,3,Equity,Small Cap Mutual Funds,3.5,34.6,,Negative,Low,3.76,12.81,Global Events,51818,7.44
Invesco India Tax Plan – Direct Growth,500,500,0.92,1833,10,Amit Nigam,2.21,-2.63,16.3,0.94,1.19,6,Invesco Mutual Fund,3,Equity,ELSS Mutual Funds,-5.2,22.4,10.8,Positive,High,2.97,0.74,Inflation,30932,16.02
Invesco India Treasury Advantage Fund,100,1000,0.32,1230,10,Krishna Cheemalapati,2.9,2.95,0.93,1.27,1.34,2,Invesco Mutual Fund,2,Debt,Low Duration Funds,4.9,5.6,6.4,Neutral,Low,6.49,12.5,Interest Rates,7901,8.13
Invesco India Ultra Short Term Fund,1000,1000,0.24,818,10,Krishna Cheemalapati,3.4,2.51,0.57,1.2,1.59,2,Invesco Mutual Fund,3,Debt,Ultra Short Duration Funds,5.4,5.1,6,Negative,High,3.28,12.66,Market Trends,9597,5.88
ITI Arbitrage Fund,500,5000,0.22,7.04,4,Vikrant Mehta,-1.02,-0.04,0.65,0.31,-0.71,1,ITI Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,3.9,3.3,,Neutral,High,6.3,4.27,Interest Rates,64909,13.29
